Date,Open,High,Low,Close,Adj Close,Volume,RSI,CCI,Williams_R,Ultimate_Oscillator,MFI,ADX,Bollinger_Band_Percent,Buy_Signal,Sell_Signal,Buy_Exit,Sell_Exit,Signal,Market_Return,Strategy_Return,Cumulative_Return
2003-12-01,1.20339834690094,1.2040069103240967,1.194400668144226,1.19650137424469,1.19650137424469,0,,,,,,,,0,0,0,0,0,,,
2003-12-02,1.1961007118225098,1.2109030485153198,1.1946003437042236,1.2088974714279175,1.2088974714279175,0,,,,,,,,0,0,0,0,0,0.01030698667365734,0.0,0.0
2003-12-03,1.208999752998352,1.213003396987915,1.2077003717422485,1.2122975587844849,1.2122975587844849,0,,,,,,,,0,0,0,0,0,0.0028086044694490657,0.0,0.0
2003-12-04,1.2120037078857422,1.2144027948379517,1.2043983936309814,1.2080942392349243,1.2080942392349243,0,,,,,,,,0,0,0,0,0,-0.0034732589811047217,-0.0,0.0
2003-12-05,1.207802414894104,1.2190959453582764,1.2065927982330322,1.2186946868896484,1.2186946868896484,0,,,,,,,,0,0,0,0,0,0.00873624810230843,0.0,0.0
2003-12-08,1.2167967557907104,1.2240052223205566,1.2154065370559692,1.2220009565353394,1.2220009565353394,0,,,,,,,,0,0,0,0,0,0.002709286327442258,0.0,0.0
2003-12-09,1.2221053838729858,1.2277017831802368,1.2197948694229126,1.2249947786331177,1.2249947786331177,0,,,,,,,,0,0,0,0,0,0.002446938136053728,0.0,0.0
2003-12-10,1.2249047756195068,1.226602554321289,1.2162047624588013,1.2190959453582764,1.2190959453582764,0,,,,,,,,0,0,0,0,0,-0.004827025994239713,-0.0,0.0
2003-12-11,1.2190959453582764,1.2234959602355957,1.2122975587844849,1.2224042415618896,1.2224042415618896,0,,,,,,,,0,0,0,0,0,0.0027100536351556477,0.0,0.0
2003-12-12,1.2227030992507935,1.2306026220321655,1.2212995290756226,1.2278977632522583,1.2278977632522583,0,,,,,,,,0,0,0,0,0,0.004483962290305648,0.0,0.0
2003-12-15,1.2186946868896484,1.2324985265731812,1.2178043127059937,1.2319974899291992,1.2319974899291992,0,,,,,,,,0,0,0,0,0,0.0033332561356060227,0.0,0.0
2003-12-16,1.2314057350158691,1.2358952760696411,1.2304966449737549,1.2321947813034058,1.2321947813034058,0,,,,,,,,0,0,0,0,0,0.00016012660775805657,0.0,0.0
2003-12-17,1.2319974899291992,1.242004632949829,1.229997158050537,1.2402024269104004,1.2402024269104004,0,,,,,,,,0,0,0,0,0,0.00647765948002824,0.0,0.0
2003-12-18,1.2402024269104004,1.2441989183425903,1.2365983724594116,1.2422977685928345,1.2422977685928345,0,,144.30879167790897,-3.817703919681714,,,,,0,-1,1,0,0,0.0016880902437082838,0.0,0.0
2003-12-19,1.2422051429748535,1.2435026168823242,1.235101580619812,1.2384973764419556,1.2384973764419556,0,80.08262543251116,113.07289557774796,-11.495374498573533,,0.0,,,0,-1,1,0,0,-0.0030638524357017465,-0.0,0.0
2003-12-22,1.235696792602539,1.2446014881134033,1.235696792602539,1.2398948669433594,1.2398948669433594,0,80.50300254730413,105.09239464397481,-11.707111680425088,,0.0,,,0,-1,1,0,0,0.0011277396895056256,0.0,0.0
2003-12-23,1.2398948669433594,1.2672022581100464,1.2388043403625488,1.2400025129318237,1.2400025129318237,0,80.53707855226966,139.2683880434173,-43.309031066534814,,0.0,,,0,-1,1,0,0,8.681487339389102e-05,0.0,0.0
2003-12-24,1.240094780921936,1.2471938133239746,1.2400025129318237,1.245298981666565,1.245298981666565,0,82.18674961583989,93.31373038492902,-36.13837920338926,,0.0,,,0,-1,1,0,0,0.004262240830360961,0.0,0.0
